Time (s),Channel 1 (V),Channel 2 (V)
-0.00487625,1.864766574693075,2.478599779062686
-0.004875,1.865106158658555,2.478599779062686
-0.00487375,1.865106158658555,2.478259995051954
-0.0048725,1.865445742624035,2.478599779062686
-0.00487125,1.866124910554994,2.478939563073419
-0.00487,1.866464494520473,2.478939563073419
-0.00486875,1.866464494520473,2.478599779062686
-0.0048675,1.866804078485952,2.479279347084151
-0.00486625,1.867143662451432,2.479279347084151
-0.004865,1.86782283038239,2.479279347084151
-0.00486375,1.86816241434787,2.478599779062686
-0.0048625,1.86850199831335,2.478599779062686
-0.00486125,1.868841582278829,2.478939563073419
-0.00486,1.869520750209788,2.478939563073419
-0.00485875,1.870199918140746,2.478939563073419
-0.0048575,1.870199918140746,2.479279347084151
-0.00485625,1.870199918140746,2.478939563073419
-0.004855,1.870879086071705,2.479279347084151
-0.00485375,1.870879086071705,2.478939563073419
-0.0048525,1.871897837968144,2.478939563073419
-0.00485125,1.872237421933623,2.479619131094883
-0.00485,1.872916589864582,2.479279347084151
-0.00484875,1.872916589864582,2.479279347084151
-0.0048475,1.873595757795541,2.479619131094883
-0.00484625,1.873595757795541,2.479958915105616
-0.004845,1.873595757795541,2.478939563073419
-0.00484375,1.8742749257265,2.479619131094883
-0.0048425,1.875293677622938,2.480298699116349
-0.00484125,1.875633261588417,2.479958915105616
-0.00484,1.875972845553897,2.479619131094883
-0.00483875,1.876312429519376,2.479958915105616
-0.0048375,1.876652013484856,2.479958915105616
-0.00483625,1.876991597450335,2.480298699116349
-0.004835,1.877331181415814,2.479958915105616
-0.00483375,1.877670765381294,2.479619131094883
-0.0048325,1.878349933312253,2.479958915105616
-0.00483125,1.879029101243212,2.479958915105616
-0.00483,1.879368685208691,2.479958915105616
-0.00482875,1.87970826917417,2.479958915105616
-0.0048275,1.87970826917417,2.480298699116349
-0.00482625,1.88004785313965,2.480298699116349
-0.004825,1.880727021070608,2.480638483127081
-0.00482375,1.881066605036088,2.480638483127081
-0.0048225,1.881745772967047,2.480298699116349
-0.00482125,1.882085356932526,2.480298699116349
-0.00482,1.882764524863485,2.480298699116349
-0.00481875,1.882764524863485,2.480638483127081
-0.0048175,1.883443692794444,2.480978267137814
-0.00481625,1.883443692794444,2.480978267137814
-0.004815,1.883443692794444,2.480978267137814
-0.00481375,1.884462444690882,2.480638483127081
-0.0048125,1.884802028656362,2.481318051148546
-0.00481125,1.885141612621841,2.480978267137814
-0.00481,1.885141612621841,2.480638483127081
-0.00480875,1.8858207805528,2.480978267137814
-0.0048075,1.886160364518279,2.481318051148546
-0.00480625,1.886839532449238,2.480638483127081
-0.004805,1.887179116414718,2.481318051148546
-0.00480375,1.887858284345677,2.481657835159278
-0.0048025,1.887858284345677,2.480978267137814
-0.00480125,1.888197868311156,2.481318051148546
-0.0048,1.888877036242115,2.481318051148546
-0.00479875,1.889216620207594,2.481318051148546
-0.0047975,1.889556204173074,2.481657835159278
-0.00479625,1.889895788138553,2.481318051148546
-0.004795,1.890574956069512,2.481318051148546
-0.00479375,1.890914540034991,2.481657835159278
-0.0047925,1.890914540034991,2.481657835159278
-0.00479125,1.891254124000471,2.481997619170011
-0.00479,1.892272875896909,2.481997619170011
-0.00478875,1.892612459862389,2.481997619170011
-0.0047875,1.892952043827868,2.481657835159278
-0.00478625,1.892952043827868,2.481657835159278
-0.004785,1.893291627793347,2.481657835159278
-0.00478375,1.893970795724306,2.481318051148546
-0.0047825,1.893970795724306,2.481997619170011
-0.00478125,1.894989547620744,2.481997619170011
-0.00478,1.895668715551703,2.481997619170011
-0.00477875,1.895668715551703,2.481657835159278
-0.0047775,1.896008299517183,2.482337403180743
-0.00477625,1.896008299517183,2.482337403180743
-0.004775,1.896687467448142,2.482337403180743
-0.00477375,1.8973666353791,2.482677187191476
-0.0047725,1.89770621934458,2.482337403180743
-0.00477125,1.898045803310059,2.482677187191476
-0.00477,1.898724971241018,2.482337403180743
-0.00476875,1.898724971241018,2.482337403180743
-0.0047675,1.899404139171977,2.482337403180743
-0.00476625,1.900083307102936,2.482337403180743
-0.004765,1.900083307102936,2.482677187191476
-0.00476375,1.900422891068415,2.483016971202209
-0.0047625,1.901441642964854,2.482677187191476
-0.00476125,1.901781226930333,2.482677187191476
-0.00476,1.902120810895812,2.482677187191476
-0.00475875,1.902460394861292,2.483016971202209
-0.0047575,1.902460394861292,2.482677187191476
-0.00475625,1.90313956279225,2.482337403180743
-0.004755,1.90347914675773,2.483016971202209
-0.00475375,1.90381873072321,2.483016971202209
-0.0047525,1.904497898654168,2.483016971202209
-0.00475125,1.904497898654168,2.483016971202209
-0.00475,1.904837482619648,2.483356755212941
-0.00474875,1.905856234516085,2.483016971202209
-0.0047475,1.906195818481565,2.483356755212941
-0.00474625,1.906195818481565,2.483356755212941
-0.004745,1.906874986412524,2.483016971202209
-0.00474375,1.907214570378004,2.483016971202209
-0.0047425,1.907214570378004,2.483696539223673
-0.00474125,1.907554154343483,2.484036323234406
-0.00474,1.907893738308962,2.483356755212941
-0.00473875,1.908572906239921,2.483696539223673
-0.0047375,1.908572906239921,2.483356755212941
-0.00473625,1.908912490205401,2.483356755212941
-0.004735,1.90959165813636,2.483696539223673
-0.00473375,1.909931242101839,2.483356755212941
-0.0047325,1.909931242101839,2.483016971202209
-0.00473125,1.910610410032798,2.483696539223673
-0.00473,1.910949993998277,2.483696539223673
-0.00472875,1.911289577963756,2.484036323234406
-0.0047275,1.911968745894716,2.483356755212941
-0.00472625,1.912308329860195,2.483696539223673
-0.004725,1.912647913825674,2.483356755212941
-0.00472375,1.912987497791154,2.483696539223674
-0.0047225,1.914006249687592,2.484376107245138
-0.00472125,1.914006249687592,2.484036323234406
-0.00472,1.914345833653071,2.484376107245138
-0.00471875,1.91502500158403,2.484036323234406
-0.0047175,1.91536458554951,2.484036323234406
-0.00471625,1.915704169514989,2.484036323234406
-0.004715,1.91570416951499,2.484036323234406
-0.00471375,1.916722921411427,2.483696539223673
-0.0047125,1.917062505376907,2.484036323234406
-0.00471125,1.917402089342386,2.484376107245138
-0.00471,1.917741673307866,2.484715891255871
-0.00470875,1.918081257273345,2.484376107245138
-0.0047075,1.918420841238825,2.484376107245138
-0.00470625,1.918760425204304,2.484376107245138
-0.004705,1.919100009169783,2.484376107245138
-0.00470375,1.920118761066222,2.484036323234406
-0.0047025,1.920118761066222,2.484036323234406
-0.00470125,1.920458345031701,2.484376107245138
-0.0047,1.920458345031701,2.484715891255871
-0.00469875,1.92113751296266,2.484376107245138
-0.0046975,1.921816680893619,2.484715891255871
-0.00469625,1.922156264859098,2.484376107245138
-0.004695,1.922495848824577,2.484376107245138
-0.00469375,1.922835432790057,2.484376107245138
-0.0046925,1.923175016755537,2.484715891255871
-0.00469125,1.923514600721016,2.484376107245138
-0.00469,1.923854184686495,2.484376107245138
-0.00468875,1.924193768651975,2.485055675266603
-0.0046875,1.924872936582934,2.485055675266603
-0.00468625,1.925552104513892,2.484715891255871
-0.004685,1.925552104513892,2.485395459277336
-0.00468375,1.925891688479372,2.485055675266603
-0.0046825,1.926570856410331,2.485055675266603
-0.00468125,1.92691044037581,2.485055675266603
-0.00468,1.92725002434129,2.485055675266603
-0.00467875,1.92725002434129,2.485055675266603
-0.0046775,1.927589608306769,2.485055675266603
-0.00467625,1.928268776237728,2.485055675266603
-0.004675,1.928608360203207,2.484376107245139
-0.00467375,1.928947944168687,2.484715891255871
-0.0046725,1.929287528134166,2.484715891255871
-0.00467125,1.929627112099646,2.485395459277336
-0.00467,1.929627112099646,2.485055675266603
-0.00466875,1.930306280030604,2.485055675266603
-0.0046675,1.930985447961563,2.485735243288068
-0.00466625,1.931325031927043,2.485395459277336
-0.004665,1.931664615892522,2.485735243288068
-0.00466375,1.932004199858001,2.485395459277336
-0.0046625,1.93268336778896,2.485395459277336
-0.00466125,1.93302295175444,2.485055675266603
-0.00466,1.933362535719919,2.485055675266603
-0.00465875,1.933362535719919,2.485055675266603
-0.0046575,1.934041703650878,2.485395459277336
-0.00465625,1.934381287616358,2.485735243288068
-0.004655,1.935060455547316,2.485395459277336
-0.00465375,1.935400039512796,2.484715891255871
-0.0046525,1.935400039512796,2.485395459277335
-0.00465125,1.935400039512796,2.485735243288068
-0.00465,1.936418791409234,2.485735243288068
-0.00464875,1.936758375374714,2.485735243288068
-0.0046475,1.936758375374714,2.486414811309533
-0.00464625,1.937097959340193,2.485735243288068
-0.004645,1.937097959340193,2.485395459277336
-0.00464375,1.937437543305672,2.485735243288068
-0.0046425,1.937777127271152,2.486075027298801
-0.00464125,1.93845629520211,2.486075027298801
-0.00464,1.939135463133069,2.485735243288068
-0.00463875,1.939814631064028,2.485735243288068
-0.0046375,1.939475047098549,2.485735243288068
-0.00463625,1.940493798994987,2.485735243288068
-0.004635,1.940493798994987,2.486075027298801
-0.00463375,1.940833382960466,2.486075027298801
-0.0046325,1.941172966925946,2.485735243288068
-0.00463125,1.941512550891425,2.485735243288068
-0.00463,1.942531302787864,2.485395459277336
-0.00462875,1.942531302787864,2.485735243288068
-0.0046275,1.943550054684302,2.485735243288068
-0.00462625,1.943550054684302,2.485735243288068
-0.004625,1.943889638649781,2.485395459277336
-0.00462375,1.94456880658074,2.485735243288068
-0.0046225,1.94456880658074,2.485735243288068
-0.00462125,1.944908390546219,2.486414811309533
-0.00462,1.945247974511699,2.485735243288068
-0.00461875,1.945587558477179,2.485395459277336
-0.0046175,1.945927142442658,2.485395459277336
-0.00461625,1.946266726408137,2.485735243288069
-0.004615,1.946606310373617,2.486414811309533
-0.00461375,1.946945894339096,2.486754595320265
-0.0046125,1.947964646235534,2.486754595320265
-0.00461125,1.947625062270055,2.486414811309533
-0.00461,1.947964646235534,2.486754595320265
-0.00460875,1.948643814166493,2.486075027298801
-0.0046075,1.949322982097452,2.486075027298801
-0.00460625,1.948983398131973,2.486414811309533
-0.004605,1.949322982097452,2.485735243288068
-0.00460375,1.95034173399389,2.485735243288068
-0.0046025,1.95068131795937,2.486754595320265
-0.00460125,1.951020901924849,2.486414811309533
-0.0046,1.951360485890329,2.485735243288068
-0.00459875,1.951700069855808,2.486414811309533
-0.0045975,1.951700069855808,2.486414811309533
-0.00459625,1.952379237786767,2.486414811309533
-0.004595,1.953058405717726,2.485735243288068
-0.00459375,1.953058405717726,2.485395459277336
-0.0045925,1.953737573648685,2.486075027298801
-0.00459125,1.954077157614164,2.485735243288068
-0.00459,1.954416741579643,2.486075027298801
-0.00458875,1.954756325545123,2.485735243288068
-0.0045875,1.955095909510602,2.485735243288068
-0.00458625,1.955775077441561,2.486754595320265
-0.004585,1.955775077441561,2.487094379330998
-0.00458375,1.956114661407041,2.486414811309533
-0.0045825,1.956793829337999,2.486075027298801
-0.00458125,1.957133413303479,2.485735243288068
-0.00458,1.957472997268958,2.485735243288068
-0.00457875,1.957472997268958,2.485735243288068
-0.0045775,1.957472997268958,2.485735243288068
-0.00457625,1.958491749165396,2.485735243288068
-0.004575,1.958491749165396,2.485395459277336
-0.00457375,1.959170917096356,2.486075027298801
-0.0045725,1.960189668992794,2.485735243288068
-0.00457125,1.960189668992794,2.485735243288068
-0.00457,1.960529252958273,2.486075027298801
-0.00456875,1.960529252958273,2.486075027298801
-0.0045675,1.961208420889232,2.485735243288068
-0.00456625,1.96222717278567,2.486075027298801
-0.004565,1.96256675675115,2.4860750272988
-0.00456375,1.96256675675115,2.485395459277336
-0.0045625,1.96256675675115,2.485395459277336
-0.00456125,1.962906340716629,2.485735243288068
-0.00456,1.963585508647588,2.486075027298801
-0.00455875,1.963925092613067,2.485735243288068
-0.0045575,1.964943844509506,2.485735243288068
-0.00455625,1.964943844509506,2.485735243288068
-0.004555,1.965283428474985,2.485735243288068
-0.00455375,1.965623012440465,2.485735243288068
-0.0045525,1.966302180371423,2.485735243288068
-0.00455125,1.966302180371423,2.486075027298801
-0.00455,1.966302180371423,2.486075027298801
-0.00454875,1.967660516233341,2.485735243288068
-0.0045475,1.967320932267862,2.485735243288068
-0.00454625,1.967660516233341,2.485735243288068
-0.004545,1.968339684164299,2.486075027298801
-0.00454375,1.968679268129779,2.486075027298801
-0.0045425,1.969358436060738,2.486075027298801
-0.00454125,1.969698020026218,2.486075027298801
-0.00454,1.970377187957176,2.486075027298801
-0.00453875,1.971056355888135,2.486075027298801
-0.0045375,1.970716771922656,2.485735243288068
-0.00453625,1.971395939853614,2.486075027298801
-0.004535,1.972075107784573,2.486414811309533
-0.00453375,1.972414691750053,2.485735243288068
-0.0045325,1.972414691750053,2.486075027298801
-0.00453125,1.972414691750053,2.4860750272988
-0.00453,1.972754275715532,2.485395459277336
-0.00452875,1.973093859681012,2.485055675266603
-0.0045275,1.973433443646491,2.485395459277336
-0.00452625,1.974452195542929,2.485735243288068
-0.004525,1.974452195542929,2.485735243288068
-0.00452375,1.974791779508409,2.486075027298801
-0.0045225,1.975131363473888,2.485735243288069
-0.00452125,1.975470947439368,2.486414811309533
-0.00452,1.975810531404847,2.486754595320265
-0.00451875,1.976489699335806,2.486414811309533
-0.0045175,1.976489699335806,2.486075027298801
-0.00451625,1.977168867266764,2.486075027298801
-0.004515,1.977508451232244,2.486075027298801
-0.00451375,1.977848035197723,2.486075027298801
-0.0045125,1.977848035197723,2.486075027298801
-0.00451125,1.978187619163204,2.486075027298801
-0.00451,1.979206371059641,2.486414811309533
-0.00450875,1.979545955025121,2.485735243288068
-0.0045075,1.980225122956079,2.485735243288068
-0.00450625,1.980564706921559,2.485395459277336
-0.004505,1.980904290887038,2.4860750272988
-0.00450375,1.981583458817997,2.485735243288068
-0.0045025,1.981243874852518,2.485735243288068
-0.00450125,1.981583458817997,2.485735243288068
-0.0045,1.981923042783477,2.485395459277336
-0.00449875,1.982262626748956,2.485735243288068
-0.0044975,1.982941794679915,2.486075027298801
-0.00449625,1.983960546576353,2.485735243288068
-0.004495,1.983960546576353,2.485735243288068
-0.00449375,1.984300130541832,2.485735243288068
-0.0044925,1.984979298472791,2.485735243288068
-0.00449125,1.984979298472791,2.485735243288068
-0.00449,1.984979298472791,2.486075027298801
-0.00448875,1.98565846640375,2.486075027298801
-0.0044875,1.98599805036923,2.486075027298801
-0.00448625,1.986337634334709,2.486075027298801
-0.004485,1.986337634334709,2.485735243288068
-0.00448375,1.986677218300189,2.485735243288068
-0.0044825,1.987016802265668,2.485395459277336
-0.00448125,1.988035554162106,2.485735243288068
-0.00448,1.988375138127586,2.485735243288068
-0.00447875,1.988714722093065,2.485735243288068
-0.0044775,1.989393890024024,2.485735243288068
-0.00447625,1.989054306058545,2.485735243288068
-0.004475,1.989393890024024,2.485395459277336
-0.00447375,1.989393890024024,2.485395459277336
-0.0044725,1.990412641920462,2.485395459277336
-0.00447125,1.991091809851421,2.486414811309533
-0.00447,1.9914313938169,2.485735243288068
-0.00446875,1.99177097778238,2.485735243288068
-0.0044675,1.992450145713339,2.485735243288068
-0.00446625,1.993468897609777,2.485395459277336
-0.004465,1.993468897609777,2.485395459277336
-0.00446375,1.993468897609777,2.485395459277336
-0.0044625,1.993808481575256,2.485395459277336
-0.00446125,1.993808481575256,2.486075027298801
-0.00446,1.994827233471694,2.485735243288068
-0.00445875,1.995166817437174,2.485395459277336
-0.0044575,1.995845985368133,2.485055675266603
-0.00445625,1.995845985368133,2.485055675266603
-0.004455,1.995506401402654,2.485395459277336
-0.00445375,1.996185569333612,2.485735243288068
-0.0044525,1.996864737264571,2.485395459277336
-0.00445125,1.997204321230051,2.485055675266603
-0.00445,1.997204321230051,2.485395459277336
-0.00444875,1.998223073126489,2.485735243288068
-0.0044475,1.998223073126489,2.485395459277336
-0.00444625,1.998223073126489,2.485055675266603
-0.004445,1.998562657091968,2.485055675266603
-0.00444375,1.999241825022927,2.484715891255871
-0.0044425,1.999581408988407,2.485395459277336
-0.00444125,1.999581408988407,2.485055675266603
-0.00444,1.999920992953886,2.485055675266603
-0.00443875,2.000939744850324,2.485055675266603
-0.0044375,2.000939744850325,2.485395459277336
-0.00443625,2.001958496746763,2.485055675266603
-0.004435,2.002298080712242,2.484715891255871
-0.00443375,2.002637664677721,2.485395459277336
-0.0044325,2.002637664677721,2.485055675266603
-0.00443125,2.00331683260868,2.485395459277336
-0.00443,2.003656416574159,2.485395459277336
-0.00442875,2.003656416574159,2.485055675266603
-0.0044275,2.004335584505119,2.485055675266603
-0.00442625,2.005014752436078,2.485735243288068
-0.004425,2.005014752436078,2.485395459277336
-0.00442375,2.005014752436078,2.485395459277336
-0.0044225,2.005693920367036,2.485735243288068
-0.00442125,2.006033504332516,2.485395459277336
-0.00442,2.006373088297995,2.485055675266603
-0.00441875,2.006373088297995,2.485055675266603
-0.0044175,2.007052256228953,2.485055675266603
-0.00441625,2.007391840194433,2.484376107245138
-0.004415,2.008071008125392,2.484715891255871
-0.00441375,2.008410592090871,2.484715891255871
-0.0044125,2.00908976002183,2.484376107245138
-0.00441125,2.008750176056351,2.484715891255871
-0.00441,2.00942934398731,2.484715891255871
-0.00440875,2.010108511918268,2.484036323234406
-0.0044075,2.010448095883748,2.484715891255871
-0.00440625,2.010448095883749,2.485055675266603
-0.004405,2.011127263814707,2.485055675266603
-0.00440375,2.011466847780186,2.485395459277336
-0.0044025,2.011466847780186,2.485395459277336
-0.00440125,2.011806431745666,2.484715891255871
-0.0044,2.011466847780186,2.484376107245138
-0.00439875,2.011806431745666,2.484036323234406
-0.0043975,2.012825183642104,2.484376107245138
-0.00439625,2.012825183642104,2.484376107245138
-0.004395,2.013843935538542,2.484376107245138
-0.00439375,2.013164767607583,2.484036323234406
-0.0043925,2.013843935538543,2.484036323234406
-0.00439125,2.014523103469501,2.484036323234406
-0.00439,2.01486268743498,2.484715891255871
-0.00438875,2.01486268743498,2.484715891255871
-0.0043875,2.01520227140046,2.484036323234406
-0.00438625,2.01554185536594,2.484036323234406
-0.004385,2.015881439331419,2.484715891255871
-0.00438375,2.01588143933142,2.484376107245138
-0.0043825,2.016560607262378,2.484376107245138
-0.00438125,2.016900191227857,2.484036323234406
-0.00438,2.017579359158816,2.484715891255871
-0.00437875,2.017918943124295,2.484715891255871
-0.0043775,2.017918943124295,2.483696539223674
-0.00437625,2.018598111055254,2.484036323234406
-0.004375,2.018598111055254,2.484036323234406
-0.00437375,2.018937695020734,2.483696539223673
-0.0043725,2.018937695020734,2.484376107245138
-0.00437125,2.019616862951692,2.484376107245138
-0.00437,2.020635614848131,2.484036323234406
-0.00436875,2.020635614848131,2.484036323234406
-0.0043675,2.020635614848131,2.483696539223673
-0.00436625,2.021314782779089,2.484036323234406
-0.004365,2.021654366744569,2.483696539223673
-0.00436375,2.02131478277909,2.483356755212941
-0.0043625,2.021993950710049,2.483356755212941
-0.00436125,2.022333534675528,2.483696539223673
-0.00436,2.023352286571966,2.483016971202209
-0.00435875,2.023691870537446,2.483356755212941
-0.0043575,2.023691870537446,2.483356755212941
-0.00435625,2.024710622433884,2.483356755212941
-0.004355,2.024710622433884,2.483356755212941
